input_text,target_text
child draw picture wall parent see,The child drew a picture on the wall and the parents saw it
rain start picnic move inside quickly,When the rain started we moved the picnic inside quickly
car make noise mechanic check problem,The car is making noise so the mechanic checked the problem
dog chase cat tree both stuck,The dog chased the cat up a tree and now both are stuck
cook dinner burn food order pizza,I cooked dinner but burned the food so we ordered pizza
school exam finish student celebrate park,After finishing school exams the students celebrated in the park
baby walk first time parent happy,Baby walked for the first time making parents very happy
computer crash lose work panic fix,The computer crashed I lost my work panicked then fixed it
travel train mountain view beautiful sunset,We traveled by train through mountains seeing beautiful sunset views
garden plant flower water daily grow,I planted flowers in the garden water daily they grow
market buy fruit vegetable fresh cheap,At the market I bought fresh fruit and vegetables cheaply
sport game team win celebrate loud,Our team won the sports game we celebrated loudly
phone ring ignore busy work important,The phone rang I ignored it busy with important work
coffee spill shirt clean difficult stain,Coffee spilled on my shirt and the stain is difficult to clean
friend visit bring gift stay weekend,My friend visited for the weekend  brought a gift  and stayed over
swim sea water cold but fun,We swam in the sea the water was cold but it was fun
book interesting read all night finish,The book was so interesting that I read all night and finished it
music play party dance till late,Great music played at the party and we danced till late
storm coming close window door prepare,A storm is coming so we closed the windows and doors to prepare
work late miss bus walk home tired,I worked late  missed the bus  and walked home feeling tired
teach sign language student learn fast,I teach sign language and my students learn surprisingly fast
bicycle ride park chain break fix,While riding my bicycle in the park  the chain broke but I fixed it
movie theater full sit front view,The movie theater was full so we sat in front for the best view
cook fire outdoor burn marshmallow delicious,We cooked over an outdoor fire the marshmallows burned but were still delicious
learn new language hard practice daily,Learning a new language is hard so I practice daily
baby eat food messy face clean,The baby ate messily so we cleaned its face
concert music loud ear hurt leave,The concert music was too loud and hurt our ears so we left early
write letter friend far mail tomorrow,I wrote a letter to my faraway friend and will mail it tomorrow
sun hot beach swim build sandcastle,The sun was hot at the beach so we swam and built a sandcastle
school trip museum bus break delay,Our school trip to the museum was delayed when the bus broke down
car wash child help both wet,While washing the car  my child helped and we both got wet
shop buy clothes expensive return later,I shopped and bought expensive clothes that I might return later
walk forest see deer rabbit fox,We walked in the forest and saw deer  rabbits  and foxes
doctor busy wait long time patient,The doctor was busy so we waited a long time which tested my patience
friend argue make up hug happy,My friends argued but made up  hugged  and were happy again
rain stop rainbow appear sky beautiful,The rain stopped and a beautiful rainbow appeared in the sky
exercise park run stretch feel good,I exercised in the park by running and stretching  and now I feel good
cook soup grandmother recipe taste delicious,I cooked soup using my grandmother's recipe and it tastes delicious
paint room color bright change mood,I painted the room a bright color which changed the whole mood
meeting long boss decide new plan,The meeting was long but the boss decided on a new plan
travel plane first time nervous exciting,I traveled by plane for the first time and felt nervous but excited
work project finish deadline meet tired,I finished the project before the deadline and now feel exhausted
garden vegetable grow big harvest soon,The garden vegetables are growing big and we'll harvest soon
teach class student ask question answer,I taught the class and answered the students' questions
dog train learn trick fast smart,We trained our dog who learned a new trick fast - he's very smart
bird build nest tree watch daily,A bird is building a nest in the tree and we watch it daily
fish aquarium feed watch swim calm,We feed the fish in the aquarium and watch them swim calmly
write story child illustrate picture book,I wrote a story and my child illustrated pictures for the book
camping tent set fire make dinner,While camping  we set up the tent  made a fire  and cooked dinner
school science experiment mix chemical reaction,At school science  we mixed chemicals and saw a reaction
storm come tree fall road block,The storm came and a tree fell blocking the road
child draw wall parent not angry,The child drew on the wall but the parents weren't angry
car noise mechanic find fix problem,The car made noise so the mechanic found and fixed the problem
dog chase cat garden both tired,The dog chased the cat in the garden and both got tired
cook burn food order pizza eat,I burned the food while cooking so we ordered pizza to eat
school exam finish student happy celebrate,After finishing school exams  the students celebrated happily
baby first step parent take video,The baby took its first steps and the parents took a video
computer crash lose file tech help,The computer crashed and I lost files but tech support helped
train mountain view beautiful take photo,The train passed through mountains with beautiful views so we took photos
garden plant flower water grow fast,I planted flowers in the garden  watered them daily  and they grow fast
market fruit fresh buy cheap cook,At the market I bought fresh fruit cheaply for cooking
sport team win game celebrate loud,Our sports team won the game and celebrated loudly
phone ring ignore work important deadline,The phone rang but I ignored it while working on an important deadline
friend visit weekend bring gift happy,My friend visited for the weekend  brought a gift  and we were happy
concert music loud ear hurt leave,The concert music was too loud and hurt our ears so we left early
write letter friend far mail tomorrow,I wrote a letter to my friend who lives far away and will mail it tomorrow
beach sun hot swim build sandcastle,The sun was hot at the beach so we swam and built a sandcastle
school trip bus break arrive late,Our school trip bus broke down so we arrived late
car wash child help both wet,While washing the car  my child helped and we both got wet
shop buy clothes expensive return later,I shopped and bought expensive clothes that I might return later
forest walk see deer rabbit fox,We walked in the forest and saw deer  rabbits  and foxes
doctor busy wait long patient tired,The doctor was busy so we waited long and the patient got tired
friend argue make up hug smile,My friends argued but made up  hugged each other  and smiled
rain stop sky rainbow appear beautiful,The rain stopped and a beautiful rainbow appeared in the sky
park exercise run stretch feel good,I exercised in the park by running and stretching  and now I feel good
soup cook grandmother recipe taste good,I cooked soup using my grandmother's recipe and it tasted good
room paint color bright change mood,I painted the room a bright color which changed the mood
meeting long boss decide plan new,The meeting was long but the boss decided on a new plan
plane travel first time nervous excited,I traveled by plane for the first time and felt nervous but excited
work project finish deadline meet tired,I finished the project before the deadline and now feel exhausted
garden vegetable grow big harvest soon,The garden vegetables are growing big and we'll harvest soon
class teach student ask question answer,I taught the class and answered the students' questions
dog train learn new trick fast,We trained our dog who learned a new trick quickly
bird build nest tree watch daily,A bird is building a nest in the tree and we watch it daily
aquarium fish feed watch swim calm,We feed the fish in the aquarium and watch them swim calmly
story write child draw picture book,I wrote a story and my child drew pictures for the book
camping tent fire cook dinner fun,While camping  we set up the tent  made a fire  and cooked a fun dinner
school science mix chemical see reaction,In school science class  we mixed chemicals and saw a reaction
sun rise morning run park see,The sun rose this morning while I ran in the park and saw birds
rain heavy street flood car stuck,Heavy rain flooded the street and a car got stuck
baby cry parent rock sleep finally,The baby cried but the parent rocked it and it finally slept
friend call invite party Saturday night,My friend called to invite me to a party on Saturday night
book read library quiet learn new,I read a book quietly in the library and learned something new
car break road wait help arrive,The car broke down on the road so we waited until help arrived
child paint wall parent clean together,The child painted on the wall but the parent cleaned it with them
dog run park chase ball fun,The dog ran in the park  chased a ball  and had fun
cook dinner guest late eat cold,I cooked dinner but the guests arrived late so we ate it cold
school test hard student pass happy,The school test was hard but the student passed and felt happy
baby say mama parent hug kiss,The baby said "mama" and the parents hugged and kissed it
computer problem fix expert fast,The computer had a problem but an expert fixed it quickly
train arrive station friend late,The train arrived at the station but my friend was late
garden tomato grow red pick,The tomatoes grew red in the garden so we picked them
market buy bread cheese lunch,At the market  I bought bread and cheese for lunch
sport team lose sad try again,Our sports team lost and felt sad but will try again
phone ring dinner ignore message,The phone rang during dinner so I ignored the message
juice spill table cloth stain,Juice spilled on the table and stained the cloth
friend move help box heavy,My friend is moving so I helped carry heavy boxes
sea swim wave big careful,We swam in the sea with big waves and were careful
book read bed light finish,I read a book in bed with the light on and finished it
party music stop power problem fix,The music stopped at the party due to a power problem but we fixed it
snow fall child play cold wet,Snow fell and children played  getting cold and wet
work home pajamas comfortable focus,I worked from home in comfortable pajamas and focused well
sign student learn fast proud,The sign language student learned quickly and I felt proud
bicycle hill down fast brake,I rode my bicycle down the hill fast and braked hard
movie watch cry sad story,We watched a movie and cried because of the sad story
camp fire warm sing song,At camp  the fire kept us warm while we sang songs
language app use daily improve,I use a language app daily to improve my skills
baby food throw floor dog,The baby threw food on the floor and the dog ate it
concert song favorite sing loud,At the concert  we sang our favorite song loudly
email write boss important send,I wrote an important email to my boss and sent it
beach walk sunset photo take,We walked on the beach at sunset and took photos
school bus break child wait,The school bus broke down so the children had to wait
car wash soap bubble fun,While washing the car  the soap bubbles made it fun
shop dress buy party wear,I shopped for a dress to buy and wear to the party
forest walk mushroom find basket,We walked in the forest  found mushrooms  and put them in a basket
doctor wait hour appointment late,I waited an hour at the doctor's because my appointment was late
friend birthday cake surprise party,My friend had a birthday and we surprised them with cake at a party
rain heavy umbrella broken wet,The rain was heavy and my umbrella broke so I got wet
gym run machine sweat tired,At the gym  I ran on the machine  sweated  and got tired
soup salt too add water,The soup had too much salt so I added water
room clean find money happy,While cleaning the room  I found money and felt happy
meeting long slide show problem,The meeting was long and the slide show had problems
plane fly turbulence scare passenger,The plane flew through turbulence which scared the passengers
work home coffee drink focus,I worked from home  drank coffee  and focused well
garden plant water grow watch,I watered the plants in the garden  watched them grow
class online camera off teacher,In the online class  I kept my camera off as the teacher spoke
dog bath water shake wet,The dog shook water everywhere during its bath and got me wet
bird window hit fly away,A bird hit the window but flew away safely
aquarium fish colorful watch calm,I watched the colorful fish in the aquarium which calmed me
story tell child sleep fast,I told a story to the child who fell asleep quickly
camping rain tent sleep car,While camping  it rained so we slept in the car instead of the tent
science experiment mix color change,In the science experiment  we mixed chemicals and saw a color change
sun morning walk energy day,The morning sun energized me during my walk for the day
storm tree fall block road, A storm made a tree fall and block the road
child climb tree fall scrape, The child climbed a tree  fell  and scraped their knee
dog dig garden big hole, Our dog dug a big hole in the garden
pasta boil over stove mess, The pasta boiled over on the stove making a mess
school bell ring class late, The school bell rang late so class started late
baby crawl fast parent chase, The baby crawled fast while the parent chased laughing
computer update slow restart now, The computer update was slow but it works now after restarting
train tunnel dark noisy pass, The train passed through a dark and noisy tunnel
rose garden bloom smell wonderful, Roses in the garden bloomed and smell wonderful
market crowd push buy fruit, The crowded market pushed us to buy fruit quickly
sport match rain cancel refund, The sports match was canceled due to rain and we got refunds
phone drop floor crack screen, I dropped my phone on the floor and cracked the screen
milk spill refrigerator clean smell, Milk spilled in the refrigerator but we cleaned the smell
friend cry hug feel better, My friend cried so I hugged them and they felt better
sea wave high surf danger, The sea waves were high making surfing dangerous
book page tear repair tape, A book page tore so I repaired it with tape
party balloon pop scare baby, A party balloon popped and scared the baby
snowman build melt sun fast, We built a snowman that melted fast in the sun
email send error resend now, The email sent with an error so I'm resending now
sign practice mirror form perfect, I practice sign language in the mirror for perfect form
bicycle hill steep push tired, I pushed my bicycle up a steep hill and got tired
movie end clap audience happy, The movie ended and the audience clapped happily
camp star watch night quiet, At camp we watched stars quietly all night
language word hard remember try, This language word is hard to remember but I'll keep trying
baby spoon drop pick floor, The baby dropped a spoon and I picked it up from the floor
concert band play crowd cheer, The concert band played and the crowd cheered
report print error fix computer, The report printed with errors so I fixed the computer
beach shell collect pocket full, We collected shells on the beach until our pockets were full
school fire drill line outside, The school fire drill had us line up outside
car wash rinse dry shiny, After the car wash  we rinsed and dried it until shiny
shop queue long pay wait, The shop queue was long so we paid and waited
forest path lost map phone, We got lost on a forest path but mapped it with our phones
doctor needle fear nurse calm, The child feared the doctor's needle but the nurse calmed them
friend gift open surprise happy, My friend opened the gift with surprise and happiness
rain coat forget get wet, I forgot my rain coat and got wet in the rain
gym weight lift heavy drop, At the gym I lifted heavy weights but dropped one
soup hot burn tongue wait, The soup was so hot it burned my tongue so I'll wait
room tidy toy under bed, While tidying the room I found toys under the bed
meeting boring daydream boss notice, The meeting was boring so I daydreamed and the boss noticed
plane land bumpy cheer relief, The plane landed bumpily and we cheered with relief
work break coffee chat relax, At work break we drank coffee  chatted  and relaxed
garden weed pull blister hand, I pulled weeds in the garden and got blisters on my hands
class test score high celebrate, The class test scores were high so we celebrated
dog wet shake water everywhere, The wet dog shook water everywhere
bird feather find keep souvenir, I found a bird feather and kept it as a souvenir
aquarium glass clean fish happy, I cleaned the aquarium glass and the fish seem happy
story scary hide blanket safe, The story was scary so I hid under my blanket to feel safe
camping mosquito bite itch lotion, While camping  mosquito bites itched so I used lotion
science volcano erupt vinegar baking, Our science volcano erupted using vinegar and baking soda
sun hot ice cream melt fast, The hot sun made our ice cream melt fast
park swing child high push, At the park I pushed the child high on the swing
kitchen knife cut finger bandage, I cut my finger with a kitchen knife and needed a bandage
traffic jam radio music wait, In traffic jam we waited while listening to radio music
cat window bird watch tail, The cat watched birds by the window  twitching its tail
phone charge full unplug use, My phone charged fully so I unplugged it to use
car tire flat change roadside, My car tire went flat so I changed it roadside
child build fort blanket fall, The child built a fort with blankets that later fell
dog swim lake shake water, The dog swam in the lake then shook water everywhere
cook cake burn smoke alarm, I burned the cake while cooking and the smoke alarm sounded
school project group finish late, Our school project group finished working late
baby bottle drop dog lick, The baby dropped its bottle and the dog licked it
computer virus scan remove fix, I scanned for computer viruses  removed them  and fixed it
train track cross barrier down, We crossed the train tracks when the barrier was down
garden snake scare run inside, A garden snake scared us so we ran inside
market fish fresh buy cook, At the market I bought fresh fish to cook
sport injury ice pack rest, I got a sport injury so I used an ice pack and rested
phone water rice dry work, My phone got wet so I dried it in rice and it worked
paint spill floor clean rag, Paint spilled on the floor but I cleaned it with a rag
friend trip help stand laugh, My friend tripped so I helped them stand and we laughed
sea jellyfish sting pain cream, A jellyfish stung me in the sea causing pain so I used cream
book library return late fine, I returned the library book late and got a fine
party cake candle wish blow, At the party we made wishes and blew out the cake candles
snowball fight hit face cold, A snowball fight hit my face making it cold
work presentation nervous practice, I was nervous about the work presentation so I practiced
sign class practice partner fluent, In sign language class I practiced with a fluent partner
bicycle light night battery die, My bicycle light died at night when the battery failed
movie end credit watch all, The movie ended but we watched all the credits
camp tent zip broken fix, Our camp tent zipper broke so we fixed it
language test difficult pass relief, The language test was difficult but passing brought relief
baby walk furniture hold fall, The baby walked holding furniture then fell
concert ticket lose find pocket, I lost my concert ticket but found it in my pocket
homework difficult teacher explain understand, The homework was difficult but the teacher explained it until I understood
beach towel wind chase catch, Wind chased our beach towel and we caught it
school play costume rip sew, My school play costume ripped so I sewed it
car key lock inside wait, I locked my car keys inside and had to wait
shop thief alarm police catch, A shop thief triggered the alarm and police caught them
forest berry pick eat delicious, We picked and ate delicious berries in the forest
doctor temperature high medicine rest, The doctor said my high temperature needs medicine and rest
friend secret tell promise keep, My friend told a secret and promised to keep it
rain roof leak bucket catch, Rain leaked through the roof so we caught it in a bucket
gym weight drop foot hurt, At the gym I dropped a weight and hurt my foot
soup too spicy milk drink, The soup was too spicy so I drank milk
room decorate balloon pop surprise, While decorating the room a balloon popped surprising us
meeting phone ring silent quick, During the meeting a phone rang but was silenced quickly
plane luggage lost complain find, My plane luggage got lost so I complained but they found it
sun rise morning walk park, The sun rose this morning while I walked in the park
rain heavy umbrella broken wet, Heavy rain fell and my broken umbrella left me wet
baby cry rock sleep parent, The baby cried until the parent rocked it to sleep
friend call invite party Saturday, My friend called to invite me to a party on Saturday
book read library quiet learn, I read a book quietly in the library and learned new things
car engine problem mechanic fix, My car had engine problems so the mechanic fixed it
child draw wall clean parent, The child drew on the wall but the parent cleaned it
dog park run chase ball, My dog ran in the park chasing a ball
dinner cook burn order pizza, I burned dinner while cooking so we ordered pizza
school exam study pass happy, I studied for the school exam  passed  and felt happy
computer slow update restart fast, The computer was slow so I updated and restarted it for faster performance
train station wait friend late, I waited at the train station but my friend was late
garden vegetable grow harvest eat, Vegetables grew in our garden so we harvested and ate them
market fruit fresh buy cheap, At the market I bought fresh fruit cheaply
sport team win celebrate town, Our sports team won and the whole town celebrated
phone drop crack screen repair, I dropped my phone  cracked the screen  and got it repaired
coffee spill shirt stain difficult, Coffee spilled on my shirt leaving a difficult stain
sea swim wave big fun, We swam in the sea with big waves which was fun
concert loud ear hurt early, The concert was too loud and hurt our ears so we left early
beach sandcastle build tide destroy, We built a sandcastle on the beach but the tide destroyed it
storm window close wind strong, A storm came so we closed windows against strong winds
work project deadline finish tired, I finished the work project before the deadline but felt tired
sign language learn student fast, The students learn sign language surprisingly fast
bicycle chain break repair park, My bicycle chain broke in the park but I repaired it
movie ticket buy watch enjoy, I bought movie tickets and we watched and enjoyed the show
campfire story tell sleep child, I told campfire stories until the child fell asleep
language difficult practice improve daily, The language is difficult but daily practice improves it
baby food throw floor mess, The baby threw food on the floor making a mess
email write boss important send, I wrote an important email to my boss and sent it
school bus late student wait, The school bus was late so students waited patiently
car wash soap bubble fun, Car washing with soap bubbles turned out to be fun
forest walk mushroom find cook, We walked in the forest  found mushrooms  and cooked them
doctor appointment wait long time, The doctor appointment made us wait a long time
gift friend birthday surprise happy, I gave a birthday gift that surprised my friend and made them happy
gym exercise sweat feel good, I exercised at the gym  sweated  and felt good afterward
soup cook grandmother recipe delicious, I cooked soup using grandmother's recipe and it was delicious
room paint color change mood, Painting the room changed its color and improved my mood
meeting long decision make tired, The meeting was long but we made decisions though tired
plane travel first nervous excited, My first plane travel made me nervous but excited
garden flower water grow beautiful, I watered garden flowers and they grew beautifully
teach class question student answer, I taught the class and answered students' questions
dog trick teach smart learn fast, I taught my dog tricks and it learned them fast
bird nest tree watch daily, We watch birds build a nest in the tree daily
fish aquarium feed watch calm, Feeding fish in the aquarium and watching them is calming
story write child draw picture, I wrote a story while the child drew pictures
camping tent rain sleep car, Camping in rain forced us to sleep in the car instead of the tent
science experiment reaction interesting, Our science experiment created an interesting chemical reaction
traffic jam radio listen wait, In traffic jam we listened to radio while waiting
cat window bird watch tail, The cat watched birds from the window  twitching its tail
phone full charge unplug use, When the phone charged fully  I unplugged and used it
snow fall child play cold, Snow fell and children played outside getting cold
work home comfortable focus better, Working from home comfortably helped me focus better
sign practice mirror perfect form, I practice sign language before a mirror for perfect form
bicycle ride hill fast brake, I rode my bicycle down a hill fast then braked hard
movie sad cry emotion strong, The sad movie made me cry with strong emotion
camp sing song fire warm, At camp we sang songs by the warm fire
app language use daily improve, I use a language app daily to improve my skills
concert favorite song sing loud, At the concert we sang our favorite song loudly
homework difficult teacher help understand, Difficult homework became understandable with the teacher's help
beach towel wind blow chase, Wind blew our beach towel away and we chased it
school play costume tear sew, My school play costume tore so I sewed it
car key lock inside wait, I locked car keys inside and had to wait for help
shop thief alarm police arrest, A shop thief triggered the alarm and police arrested them
forest berry pick eat sweet, We picked and ate sweet berries in the forest
fever high medicine rest recover, High fever required medicine and rest to recover
secret friend tell promise keep, My friend told a secret and promised to keep it
rain roof leak bucket place, Rain leaked through the roof so we placed a bucket
gym weight lift drop foot, I lifted weights at the gym but dropped one on my foot
soup spicy milk drink cool, The spicy soup made me drink milk to cool down
room decorate balloon pop surprise, Decorating the room had balloons popping in surprise
meeting phone ring quick silent, A phone rang during the meeting but was quickly silenced
luggage plane lost find later, My plane luggage got lost but they found it later
work deadline stress coffee help, Work deadline stress was helped by coffee
garden vegetable share neighbor cook, We shared garden vegetables with neighbors to cook
class debate opinion express strong, In class debate I expressed strong opinions
dog vet needle afraid comfort, At the vet  my dog feared needles but I comforted it
bird baby nest fall rescue, Baby birds fell from a nest so we rescued them
aquarium clean glass fish happy, Cleaning the aquarium glass made the fish seem happy
story scary blanket hide safe, A scary story made me hide under a blanket for safety
camping bear food tree hang, While camping we hung food in a tree to avoid bears
volcano science erupt vinegar baking, Our science volcano erupted using vinegar and baking soda
ice cream sun melt eat fast, Hot sun melted our ice cream so we ate it fast
park child swing push high, At the park I pushed the child high on the swing
kitchen knife cut finger bandage, A kitchen knife cut my finger requiring a bandage
accident traffic police direct detour, A traffic accident had police directing a detour
cat tree stuck firefighter save, Our cat got stuck in a tree and a firefighter saved it
phone sofa find cushion lost, I found my lost phone in the sofa cushions
tire car flat change help, My car tire went flat so I changed it with help
child blanket fort build play, The child built a blanket fort to play in
dog lake swim shake wet, My dog swam in the lake then shook itself wet
cake bake burn smoke alarm, Baking cake burned it and triggered the smoke alarm
project school group night finish, Our school project group finished working late at night
bottle baby drop dog clean, The baby dropped its bottle and the dog cleaned it up
virus computer scan remove protect, I scanned for computer viruses  removed them  and protected the system
train barrier down cross careful, The train barrier was down so we crossed carefully
snake garden scare run inside, A garden snake scared us and we ran inside
fish market fresh buy grill, At the market I bought fresh fish to grill
injury sport ice rest recover, My sport injury needed ice and rest to recover
phone wet rice dry work, My wet phone dried in rice and worked again
paint floor spill clean rag, Spilled paint on the floor was cleaned with a rag
friend fall help stand laugh, My friend fell so I helped them stand and we laughed
jellyfish sea sting pain cream, A sea jellyfish stung me causing pain so I used cream
book library late return fine, The library book was returned late so I paid a fine
cake party candle wish blow, At the party we blew out cake candles after wishing
snowball face hit cold red, A snowball hit my face making it cold and red
presentation work practice nervous good, I practiced my work presentation nervously but it went well
sign partner fluent practice improve, Practicing sign language with a fluent partner improved my skills
light bicycle night battery die, My bicycle light died at night when its battery failed
movie credit watch interesting, We watched all the movie credits which were interesting
tent camp zip broken fix, Our camp tent zipper broke but we fixed it
test language pass difficult relief, Passing the difficult language test brought relief
baby furniture walk fall hurt, The baby walked holding furniture then fell and got hurt
ticket concert lose find pocket, I lost my concert ticket but found it in my pocket
towel beach wind blow catch, Wind blew our beach towel away but we caught it
costume school play rip sew quick, My school play costume ripped so I sewed it quickly
sunset beach walk hand hold, We walked hand-in-hand on the beach at sunset
rain start umbrella open dry, Rain started so I opened my umbrella to stay dry
baby sleep parent rest finally, The baby finally slept allowing parents to rest
party invite friend accept excited, My friend accepted the party invitation excitedly
book learn history library quiet, I learned history from a book in the quiet library
car engine fix mechanic cost, The mechanic fixed my car engine but it was costly
wall draw child parent teach, The child drew on the wall so the parent taught proper surfaces
dog fetch park ball happy, My dog fetched the ball happily in the park
pizza order dinner burn kitchen, We ordered pizza after I burned dinner in the kitchen
exam pass school celebrate family, Passing the school exam made my family celebrate
computer virus remove protect data, I removed a computer virus to protect my data
train miss platform wait next, I missed the train and waited on the platform for the next
garden harvest tomato cook salad, We harvested tomatoes from the garden to cook salad
market bargain price save money, I bargained at the market to save money
sport win team parade city, Our sports team won and the city held a parade
phone repair screen cost expensive, Repairing my phone screen proved expensive
coffee stain shirt remove difficult, Removing coffee stains from my shirt was difficult
wave ocean swim body surf, We swam in the ocean waves and tried body surfing
concert leave early headache start, We left the concert early when headaches started
tide rise sandcastle destroy rebuild, The rising tide destroyed our sandcastle so we rebuilt it
storm prepare window shutter close, We prepared for the storm by closing window shutters
project finish deadline meet exhausted, Meeting the project deadline left me exhausted
sign language class progress fast, My sign language class progress is surprisingly fast
bicycle gear break repair shop, My bicycle gears broke so I took it to a repair shop
movie enjoy popcorn share friend, We enjoyed the movie sharing popcorn with friends
campfire story scare child sleep, The campfire story scared the child who couldn't sleep
language practice app daily improve, Daily practice with a language app improves skills
baby food spill dog clean, The baby spilled food but the dog cleaned it up
email important send boss confirmation, I sent an important email to my boss with confirmation
bus school late student complain, Students complained when the school bus arrived late
car wash fun bubble laugh child, Car washing became fun with bubbles making the child laugh
forest hike mushroom identify book, We hiked in the forest identifying mushrooms with a book
doctor wait room magazine read, In the doctor's waiting room I read magazines
gift wrap surprise friend reaction, Wrapping the gift surprised my friend with its reaction
gym treadmill run music motivate, Running on the gym treadmill with music motivated me
soup recipe grandmother secret delicious, Grandmother's secret soup recipe was delicious
room redecorate color bright energy, Redecorating the room with bright colors gave me energy
meeting end decision make relief, The meeting ended with decisions made bringing relief
flight turbulence seatbelt fasten nervous, During flight turbulence I fastened my seatbelt nervously
flower garden bloom color vibrant, Vibrant colored flowers bloomed in our garden
teach student question answer explain, I taught students by answering and explaining questions
dog train agility course quick, My dog trained on the agility course surprisingly quick
bird watch binoculars nature peaceful, Bird watching with binoculars brought peaceful nature moments
aquarium feed fish calm relax, Feeding fish in the aquarium calms and relaxes me
story create child illustrate together, We created a story together with the child illustrating
camping rain move car sleep, Camping in rain forced us to sleep in the car
experiment science reaction record, Our science experiment reaction was recorded
traffic heavy radio music patience, Heavy traffic required patience with radio music
cat window bird chirp tail, The cat watched chirping birds by the window  tail twitching
phone charge full use unplug, When fully charged I unplugged my phone to use it
snow play child cold nose, Children played in snow getting cold noses
work home pajama comfortable productive, Working from home in pajamas was comfortably productive
sign practice daily fluent goal, I practice sign language daily to become fluent
bicycle downhill speed brake careful, Bicycling downhill required careful braking at speed
movie emotional cry tissue use, The emotional movie made me cry using tissues
camp song sing fire warm, We sang camp songs around the warm fire
language learn app game fun, Learning language through app games makes it fun
concert sing along crowd energy, Singing along at the concert shared crowd energy
homework help tutor understand better, A tutor helped me understand homework better
towel beach wind chase laugh, We laughed chasing our beach towel in the wind
costume tear school play sew, I sewed my torn school play costume quickly
car key lock assistance call, Locking keys in my car required assistance calls
shoplift alarm sound police arrive, Shoplifting triggered alarms bringing police
forest berry taste sweet delicious, Forest berries tasted sweet and delicious
fever high bed rest recover, High fever kept me in bed resting to recover
secret share friend promise trust, Sharing secrets with friends builds trust through promises
leak roof bucket water drip, A roof leak dripped water into our bucket
gym weight drop toe hurt, Dropping gym weights hurt my toe
soup spicy water drink relief, Spicy soup made me drink water for relief
balloon decorate room pop surprise, Decorating with balloons included pops of surprise
meeting interrupt phone silence quick, A phone interruption during meeting was silenced quickly
luggage lost airline locate deliver, The airline located and delivered my lost luggage
deadline work stress coffee focus, Work deadline stress required coffee for focus
vegetable garden share neighbor recipe, We shared garden vegetables and recipes with neighbors
debate class opinion strong express, In class debate I expressed strong opinions clearly
dog vet comfort treat calm, At the vet I calmed my dog with treats and comfort
bird nest fall rescue care, We rescued and cared for fallen baby birds
aquarium algae clean glass clear, Cleaning algae made the aquarium glass beautifully clear
story scary blanket safe feel, Scary stories made me feel safe under blankets
bear camping food hang tree, While camping we hung food high in trees from bears
volcano science erupt class impress, Our science class volcano eruption impressed everyone
ice cream sun melt lick fast, Hot sun melted our ice cream forcing fast licking
park swing child push high fun, Pushing the child high on park swings was fun
knife cut finger bandage first aid, A knife cut required first aid bandaging
accident traffic detour police direct, After a traffic accident police directed our detour
cat rescue tree firefighter ladder, Firefighters used ladders to rescue our cat from a tree
phone lost sofa cushion find relief, Finding my lost phone in sofa cushions brought relief
tire flat change roadside help, Changing a flat tire roadside required help
fort blanket build child imagination, The child built a blanket fort using imagination
dog swim pond shake water, My dog swam in the pond then shook water everywhere
cake smoke alarm burn open window, Burning cake set off smoke alarms so we opened windows
project late night finish team, Our team finished the project late at night
bottle baby drop dog fetch, The dog fetched the baby's dropped bottle
virus computer remove protect important, Removing computer viruses protected important files
train track cross signal wait, We waited for the signal before crossing train tracks
snake garden harmless identify relax, Identifying the garden snake as harmless helped us relax
fish market grill lemon delicious, Grilled market fish with lemon tasted delicious
injury sport recover therapy patience, Sport injury recovery requires therapy and patience
phone rice dry work relief, Drying my wet phone in rice worked bringing relief
paint spill clean rag effort, Cleaning paint spills with rags took effort
friend slip help laugh moment, Helping my slipped friend turned into a laughing moment
jellyfish sting beach pain cream, Jellyfish stings at the beach caused pain eased by cream
library book late fine pay, I paid a library fine for returning books late
cake candle wish make blow, We made wishes before blowing out birthday cake candles
snowball fight face cold fun, Snowball fights left faces cold but were fun
presentation practice perfect result good, Perfect practice resulted in a good presentation
sign partner fluent conversation progress, Fluent sign language partners improved conversation skills
bicycle light fail night walk, Failed bicycle lights made me walk home at night
movie credit watch detail interesting, Watching movie credits revealed interesting details
tent zipper broken repair needle, I repaired the broken tent zipper with needle and thread
test language pass difficult celebrate, Passing the difficult language test made us celebrate
baby walk fall comfort parent, The parent comforted the baby after a walking fall
ticket concert find pocket relief, Finding concert tickets in my pocket brought relief
towel beach save run laugh, We laughed running to save our blowing beach towel
costume play rip sew performance, I sewed my ripped costume before the performance
morning coffee strong wake up, I drank strong morning coffee to wake up
rain jacket forget get wet, I forgot my rain jacket and got wet
baby sleep rock song parent, The parent rocked the baby to sleep with a song
friend text invite movie tonight, My friend texted to invite me to a movie tonight
book learn history library quiet, I learned history from a book in the quiet library
car battery dead jump start, My car battery died so I jump-started it
child paint mess clean together, The child made a painting mess but we cleaned together
dog beach run waves chase, My dog ran on the beach chasing waves
dinner burn smoke alarm panic, Dinner burned set off the smoke alarm and caused panic
test school study hard pass, I studied hard for the school test and passed
computer freeze restart lose work, The computer froze so I restarted it but lost work
train miss next hour, I missed my train so the next one comes in an hour
garden tomato ripe salad make, Garden tomatoes ripened so I made a fresh salad
market sale fruit bargain buy, At the market sale I bargained for fruit
